Id	Speed	TravelTime	Status	DataAsOf	linkId	linkPoints	EncodedPolyLine	EncodedPolyLineLvls	Owner	Transcom_id	Borough	linkName
325	18.02	294	0	9/20/2014 19:19:32	4329472	40.75829,-73.997531 40.7605,-74.0032 40.7620605,-74.007021 40.7662905,-74.01706	irwwFpssbMyLlb@wHzVmYv}@	BBBB	PA -Lincoln Tunnel	4329472	Manhattan	LINCOLN TUNNEL E SOUTH TUBE - NJ - NY
329	19.88	279	0	9/20/2014 19:19:32	4329508	40.75766,-73.99687 40.7604,-74.00328 40.76197,-74.0071 40.76615,-74.01717	knwwFlosbMcP`g@yHzVcY|}@	BBBB	PA -Lincoln Tunnel	4329508	Manhattan	LINCOLN TUNNEL W CENTER TUBE NY - NJ
330	22.99	219	0	9/20/2014 19:19:32	4329507	40.75719,-73.99724 40.76017,-74.00382 40.76185,-74.00725 40.76608,-74.01726	mkwwFvqsbMsQbh@oIlTmYp}@	BBBB	PA -Lincoln Tunnel	4329507	Manhattan	LINCOLN TUNNEL W NORTH TUBE NY - NJ
331	52.2	151	0	9/20/2014 19:23:00	4616353	40.68331006,-73.72663 40.68361,-73.72646 40.68417,-73.726 40.68465005,-73.72547 40.68503005,-73.72495 40.68503005,-73.72495 40.68523004,-73.72472 40.6857301,-73.72444 40.68613006,-73.7243301 40.68663,-73.7244 40.68687006,-73.7245201 40.68726,-73.72485 40.	u}hwFlv~`M{@a@oB{A_BiBkAgB??g@m@cBw@oAUcBLo@VmA`AoEtEcBfAoBj@U???wI\gD?_b@z@m`AjAyERaC\{DfAoDxA	BBBBBBBBBBBBBBBBBBBBBBBBB	NYC_DOT_LIC	4616353	Queens	Laurelton Pkwy N @ SSP - CIP N Hempstead Tpk
332	27.96	321	0	9/20/2014 19:23:00	4616354	40.683644,-73.72667001  40.68314,-73.72692  40.681365,-73.72806  40.678944,-73.72983  40.678236,-73.73047001  40.67642,-73.73234001  40.67526,-73.7334  40.673794,-73.73464001  40.672886,-73.73533  40.668966,-73.73805  40.668534,-73.73831  40.66749,-73.739	w_iwFtv~`MbBp@bJbFbN`JlC~BhJtJfFrEdHvFtDhCnW~OtAp@nE~CfB`BjBvBlCxGXlALrB}@xXCby@KpDyBva@	BBBBBBBBBBBBBBBBBBBBB	NYC_DOT_LIC	4616354	Queens	Laurelton Pkwy S @ SSP - Belt Pkwy W 182nd St
339	37.9	234	0	3/21/2014 15:23:00	4575278	40.8859405,-73.89649 40.8868104,-73.895261 40.8873505,-73.894291 40.888051,-73.89264 40.888431,-73.89134 40.88893,-73.889351 40.88931,-73.888321 40.889751,-73.88749 40.8901904,-73.88682 40.8907305,-73.886181 40.89128,-73.88554 40.89218,-73.88467 40.89656,	cppxF`|_bMmDuFkBaEkCiIkAcGcBmKkAmEwAeDwAeCkB_CmB_CsDmDkZgY{EcCuDwA}GmAmEWs`@uDgP}AsEyA_CaBuBsBuCkD	BBBBBBBBBBBBBBBBBBBBBBB	NYC Thruway Tarrytown	4575278	Bronx	MDE N VAN CORTLAND PARK - NYST N EXIT 1 (MP.48)
344	19.26	227	0	9/20/2014 19:21:34	4620330	40.85513,-73.91865 40.8526305,-73.920881 40.85,-73.923291 40.84653,-73.92628 40.84525,-73.92703 40.84454,-73.927421 40.8442606,-73.927411 40.844,-73.927191 40.84387,-73.92681 40.84396,-73.92623 40.84438,-73.92534 40.8449,-73.92503 40.84539,-73.92532 40.84	qojxFpfdbMrN|LlO`NtTtQ~FtClClAv@Ar@k@XkAQsBsAqDgB}@aBx@k@bCZnC	BBBBBBBBBBBBBBB	NYC_DOT_LIC	4620330	Bronx	MDE S HARLEM RIVER PARK - GWB W AMSTERDAM AVENUE LOWER LEVEL
345	21.13	201	0	9/20/2014 19:19:32	4620314	40.85526,-73.918591 40.85266,-73.92085 40.85004,-73.92327 40.8473705,-73.92541 40.84608,-73.926381 40.84534,-73.926841 40.8449504,-73.926961 40.84467,-73.92685 40.84454,-73.92668 40.8443705,-73.9264 40.84429,-73.92605 40.8443506,-73.92568 40.844511,-73.92	kpjxFdfdbMfObMjObNtOjL`G`ErCzAlAVv@UXa@`@w@NeAKiA_@s@o@]UC	BBBBBBBBBBBBBBB	NYC_DOT_LIC	4620314	Bronx	MDE S HARLEM RIVER PARK - GWB W AMSTERDAM AVENUE UPPER LEVEL
347	34.18	213	0	9/20/2014 19:22:03	4456477	40.77223,-73.919941 40.77367,-73.92198 40.7744206,-73.92278 40.77714,-73.924911 40.781071,-73.92788 40.78311,-73.929421 40.7837106,-73.929871 40.7842205,-73.93008 40.78477,-73.93017 40.78549,-73.93011 40.78604,-73.92991 40.78665,-73.92953 40.78972,-73.926	mizwFrndbM_HvKuC~C_PhLqWpQwKrHwBxAeBh@mBPoCKmBg@yBkAeRwOgFqDqGwFmDgDwE{DiJyHqDkCsGmE{DsCwCmByGoE}AcAmAo@	BBBBBBBBBBBBBBBBBBBBBBBBB	MTA Bridges & Tunnels	4456477	Queens	MDE S TBB EXIT RAMP - QUEENS ANCHORAGE
349	9.94	333	0	8/7/2014 13:44:39	4329499	40.6309004,-74.14569 40.63259,-74.145531 40.6343505,-74.145131 40.6352905,-74.144911 40.6395205,-74.143161 40.64452,-74.141111 40.64672,-74.140171 40.6474905,-74.13978 40.65243,-74.136261 40.6532706,-74.13549 40.65375,-74.13476 40.654011,-74.134041 40.654	cv~vFpqpcMqI_@_JoA{Dk@mY}Ig^yKwL{DyCmA{]_UgDyC_BqCs@oCUuBGkCDqDf@wYSgI]sDsAgIaByGcFuM	BBBBBBBBBBBBBBBBBBBBB	NYC_DOT_LIC	4329499	Staten Island	MLK N WALKER STREET - NJ ROUTE 169
350	34.8	238	0	9/20/2014 19:22:59	4616196	40.63092,-74.14592 40.62975,-74.14593 40.62877,-74.14579 40.6279506,-74.145671 40.62713,-74.145681 40.62637,-74.14586 40.6254205,-74.14618 40.6247506,-74.146381 40.6241006,-74.146661 40.6234004,-74.14704 40.6226006,-74.147501 40.6217506,-74.148181 40.6208	gv~vF~rpcMhF@bE[bDWbD@vCb@|D~@dCf@`Cv@jCjA~CzAhDfCrDjDfJ~IhDhDxB~AlDlBdEdArDp@jC|BjGvEtBjArCC|BmAtA_Cj@gDXgI^mCnBkD`AiC	BBBBBBBBBBBBBBBBBBBBBBBBBBBBBB	NYC_DOT_LIC	4616196	Staten Island	MLK S - SIE E WALKER STREET - WOOLEY AVENUE
351	49.09	109	0	9/20/2014 19:22:59	4616210	40.63092,-74.14592 40.62975,-74.14593 40.62877,-74.14579 40.6279506,-74.145671 40.62713,-74.145681 40.62637,-74.14586 40.6254205,-74.14618 40.6247506,-74.146381 40.6241006,-74.146661 40.6234004,-74.14704 40.6226006,-74.147501 40.6217506,-74.148181 40.6208	gv~vF~rpcMhF@bE[bDWbD@vCb@|D~@dCf@`Cv@jCjA~CzAhDfCrDjDfJ~IhDhDxB~AlDlBdEdArDp@jC|Bt@zBCjDeB~DgAzA	BBBBBBBBBBBBBBBBBBBBBBBB	NYC_DOT_LIC	4616210	Staten Island	MLK S - SIE W WALKER STREET - RICHMOND AVENUE
364	26.72	150	0	9/20/2014 19:22:03	4456511	40.745726,-73.97359 40.745616,-73.97305 40.745616,-73.97264001 40.746054,-73.96949001 40.74586,-73.96844 40.745365,-73.96643 40.74304,-73.96157001 40.74244,-73.95983001 40.742185,-73.95887 40.74143,-73.95491001 40.74136,-73.95378001	wcuwF|}nbMTkB?qAwAuRd@qEbBqKnMk]vB{Ir@_EtCwWLaF	BBBBBBBBBBB	NYC_DOT_LIC	4456511	Manhattan	QMT E Manhattan Side - Toll Plaza
365	19.88	199	0	9/20/2014 19:22:03	4456510	40.741534,-73.95406001  40.7415,-73.95491001  40.742526,-73.95976  40.743125,-73.96152001  40.745436,-73.96631001  40.746234,-73.96946001  40.745835,-73.97259001  40.74598,-73.97347  40.746704,-73.97515 	qitwFzckbMDhDkEh]wB~ImM|\_DtRnApR]nDoCnI	BBBBBBBBB	NYC_DOT_LIC	4456510	Queens	QMT W Toll Plaza - Manhattan Side
369	36.04	108	0	9/20/2014 19:22:59	4616282	40.65632,-74.11972 40.655041,-74.12241 40.6544106,-74.124361 40.6541206,-74.125881 40.654011,-74.127141 40.65429,-74.13302 40.6542505,-74.133981 40.65404,-74.134611 40.6535805,-74.135461 40.6533,-74.135771 40.64786,-74.13964 40.64705,-74.140071 40.6444705	_ucwFfokcM~FxO|BdKx@nHTzFw@vc@F~Dh@|BzAhDv@|@~`@dW`DtAbObFv]rKpUhHfFvAtMtBfH`@	BBBBBBBBBBBBBBBBBB	NYC_DOT_LIC	4616282	Staten Island	ROUTE 169 S - MLK WALKER STREET
375	37.9	144	0	9/20/2014 19:22:59	4616193	40.61052,-74.09769 40.6101,-74.10893 40.61028,-74.1105 40.61097,-74.113 40.6110705,-74.115671 40.61079,-74.11726 40.60938,-74.12241 40.6084306,-74.127401 40.60804,-74.13212	wvzvFpegcMrAfeAc@vHiCtNSrOv@|HxGf_@|Db^lAp\	BBBBBBBBB	NYC_DOT_LIC	4616193	Staten Island	SIE E BRADLEY AVENUE - CLOVE ROAD
376	24.23	177	0	6/27/2014 14:06:42	4616192	40.61052,-74.09769 40.610561,-74.09586 40.6102405,-74.093881 40.60983,-74.09251 40.60698,-74.08574 40.6065004,-74.083851 40.60616,-74.081781 40.60596,-74.076011 40.6054704,-74.073421 40.60389,-74.06922	wvzvFnegcMGmJ~@kKpAoGxPki@~AyJbA}Kf@ac@`BeOzHgY	BBBBBBBBBB	NYC_DOT_LIC	4616192	Staten Island	SIE E CLOVE ROAD - FINGERBOARD ROAD
377	16.78	223	0	9/20/2014 19:22:59	4616195	40.61486,-74.15738 40.60931,-74.15012 40.60846,-74.14847 40.6079,-74.146831 40.60764,-74.14555 40.6074906,-74.14404 40.60757,-74.1409	{q{vFrzrcMta@kl@hDiInBiIr@}F\mHOsR	BBBBBBB	NYC_DOT_LIC	4616195	Staten Island	SIE E RICHMOND AVENUE - WOOLEY AVENUE
378	16.78	151	0	9/20/2014 19:22:59	4616197	40.6210105,-74.168861 40.6207604,-74.168 40.6182105,-74.162381 40.6154,-74.15806 40.6149404,-74.15748	ix|vFjbucMp@kD|Ncb@pP_ZzAsB	BBBBB	NYC_DOT_LIC	4616197	Staten Island	SIE E SOUTH AVENUE - RICHMOND AVENUE
379	49.09	52	0	9/20/2014 19:22:03	4763650	40.60408,-74.052241 40.6036605,-74.05356 40.6033506,-74.05459 40.6029905,-74.055641 40.60213,-74.058271 40.60186,-74.05915 40.601741,-74.060121 40.60172,-74.06095 40.60179,-74.06175 40.6018506,-74.062621 40.60201,-74.063791 40.6021804,-74.06444 40.6039305	onyvFni~bMrAfG|@lEfApEjDlOt@nDV`EBdDM~CKlD_@hFa@`C}Il\	BBBBBBBBBBBBB	NYC_DOT_LIC	4763650	Staten Island	SIE E VNB E FINGERBOARD ROAD - SI GANTRY LOWER LEVEL
380	49.09	52	0	9/20/2014 19:22:03	4763648	40.60399,-74.05225 40.6035506,-74.05359 40.60322,-74.05463 40.60289,-74.05566 40.6019605,-74.058451 40.6017,-74.05925 40.60157,-74.06018 40.6015304,-74.061371 40.60161,-74.062181 40.601741,-74.06277 40.6019406,-74.06386 40.6021,-74.06449 40.6037505,-74.06	}myvFpi~bMvAjG`AnE`AlExDlPr@~CXxDFlFO`DYtBg@xE_@|BiIr\	BBBBBBBBBBBBB	NYC_DOT_LIC	4763648	Staten Island	SIE E VNB E FINGERBOARD ROAD - SI GANTRY UPPER LEVEL
381	37.9	70	0	9/20/2014 19:22:59	4616194	40.608031,-74.13212 40.60759,-74.1409	egzvFt|mcMvA|u@	BB	NYC_DOT_LIC	4616194	Staten Island	SIE E WOOLEY AVENUE - BRADLEY AVENUE
382	34.8	202	0	9/20/2014 19:22:59	4616216	40.63089,-74.14569 40.6298,-74.14569 40.62883,-74.14556 40.62805,-74.145451 40.6272105,-74.14546 40.62642,-74.1456 40.6255106,-74.14595 40.6247904,-74.14614 40.6241404,-74.146441 40.6234004,-74.146791 40.6226205,-74.14725 40.6217004,-74.147961 40.61916,-7	av~vFpqpcMxE?`EYzCUfD@|CZtDdAnCd@`Cz@rCdAzCzAvDlCzNlNfEfEbChBhD~AjJnBnVzDtA]|@cBD_Bq@qAaBD	BBBBBBBBBBBBBBBBBBBBBBB	NYC_DOT_LIC	4616216	Staten Island	SIE E-MLK N RICHMOND AVENUE - WALKER STREET
383	45.98	161	0	9/20/2014 19:22:59	4616217	40.6167105,-74.15242 40.61572,-74.15276 40.6148106,-74.152971 40.6140506,-74.15282 40.61301,-74.15227 40.61034,-74.150871 40.6096,-74.150101	m}{vFr{qcMdEbAtDh@vC]nEmBtOwGrCyC	BBBBBBB	NYC_DOT_LIC	4616217	Staten Island	SIE W - MLK N WOOLEY AVENUE - WLAKER STREET
384	54.06	124	0	9/20/2014 19:22:59	4616199	40.60213,-74.187981 40.60504,-74.185 40.60687,-74.183601 40.6098,-74.181981 40.6157705,-74.17837 40.61719,-74.177821 40.61921,-74.177141 40.620791,-74.175571 40.62154,-74.174191 40.6218804,-74.17309 40.6220405,-74.17158 40.62189,-74.17091 40.6211906,-74.1	ibyvFzyxcMeQsQmJwGiQcIid@qU{GmBsKgC{HyHuCsGcA{E_@mH\eCjCoLaCxK	BBBBBBBBBBBBBB	NYC_DOT_LIC	4616199	Staten Island	SIE W - WSE S SOUTH AVENUE - SOUTH AVENUE
385	49.09	29	0	9/20/2014 19:22:59	4616208	40.6077805,-74.14091 40.60826,-74.132101	sezvFtsocM_Bav@	BB	NYC_DOT_LIC	4616208	Staten Island	SIE W BRADLEY AVENUE - WOOLEY AVENUE
387	44.74	111	0	9/20/2014 19:22:59	4616206	40.61072,-74.097911 40.61075,-74.09627 40.61061,-74.09465 40.61021,-74.09299 40.6096804,-74.09162 40.6084106,-74.08862 40.6072205,-74.08561 40.6067904,-74.08435 40.6064805,-74.082591 40.60636,-74.0809 40.6062606,-74.07679 40.60607,-74.07518 40.6056106,-74	_xzvF|fgcMEgIZcInAkIhBqG|FwQlFyQtA{F|@_JVqIRuXd@aIzAyKrByItDoM	BBBBBBBBBBBBBBB	NYC_DOT_LIC	4616206	Staten Island	SIE W FINGERBOARD ROAD - CLOVE ROAD
388	47.85	59	0	9/20/2014 19:22:59	4616211	40.6151706,-74.15738 40.61739,-74.16056 40.6205405,-74.16683 40.6209604,-74.16791 40.6210504,-74.168191 40.6211906,-74.16874	ys{vFrzrcM{LzRuRdf@sAvEQv@[lB	BBBBBB	NYC_DOT_LIC	4616211	Staten Island	SIE W RICHMOND AVENUE - SOUTH AVENUE
389	52.2	204	0	9/20/2014 19:19:32	4329480	40.6211706,-74.16874 40.6213905,-74.16988 40.62163,-74.171911 40.6219705,-74.173431 40.6222604,-74.17418 40.6235,-74.175451 40.6257105,-74.17843 40.62641,-74.1794 40.62711,-74.18058 40.62834,-74.182701 40.6297206,-74.18544 40.63696,-74.199131	iy|vFraucMk@bFo@tKcAnHy@tCsC|F}OrQkC`EkCjFuFfLsGbPgl@ptA	BBBBBBBBBBBB	NYC_DOT_LIC	4329480	Staten Island	SIE W SOUTH AVENUE - 278 W BRUNSWICK AVENUE
390	60.27	66	0	9/20/2014 19:22:59	4616209	40.6152105,-74.157401 40.61231,-74.15362 40.60952,-74.149961 40.60882,-74.14878 40.6083206,-74.147561 40.6078705,-74.14574 40.60772,-74.14416 40.6077805,-74.14091	at{vFvzrcMbQsVlP{UjCkFbBsFxAkJ\{HKiS	BBBBBBBB	NYC_DOT_LIC	4616209	Staten Island	SIE W WOOLEY AVENUE - RICHMOND AVENUE
394	42.87	167	0	9/20/2014 19:22:59	4616225	40.7723304,-73.91979 40.77384,-73.92192 40.77445,-73.922581 40.7754706,-73.923431 40.7784005,-73.92561 40.7810604,-73.927591 40.7836405,-73.929571 40.7843,-73.92986 40.7851,-73.929921 40.7858105,-73.929781 40.78627,-73.92955 40.78674,-73.92923 40.7879605,	ajzwFtmdbMmHhLyBbCkEhDiQrLsOjKcOjKcCx@_DJmC[{Am@}A_AsFyEsJkIgPkM{BiBuDiDkFiF{DsCuDaCqC_BqEuDeUwOcAkA	BBBBBBBBBBBBBBBBBBBBBBBB	NYC_DOT_LIC	4616225	Queens	TBB N QUEENS ANCHORAGE - BE N
395	29.83	266	0	9/20/2014 19:22:03	4456476	40.7723,-73.91983 40.7738304,-73.92197 40.77443,-73.92261 40.77546,-73.92346 40.7783806,-73.925631 40.78103,-73.927631 40.78363,-73.929611 40.784271,-73.92989 40.7851,-73.929971 40.7858105,-73.929841 40.78629,-73.929601 40.786801,-73.92923 40.78799,-73.92	{izwF|mdbMqHjLwB~BmEhDgQpLqOnKgOjK_Cv@eDNmCY_Bo@eBiAmFsEyJkIcPmM_D}DcAkAiG}HsBwB{CqDcAg@_AFi@Ve@|@]hBMjBs@zD_AnDgD`KcDhKeEpMs@vAqAlB{AnE	BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB	MTA Bridges & Tunnels	4456476	Queens	TBB N QUEENS ANCHORAGE - MANHATTAN LIFT SPAN
398	37.9	190	0	9/20/2014 19:22:03	4456481	40.77223,-73.919941 40.77367,-73.92198 40.7744206,-73.92278 40.77714,-73.924911 40.781071,-73.92788 40.78311,-73.929421 40.7837106,-73.929871 40.7842205,-73.93008 40.78477,-73.93017 40.78549,-73.93011 40.78604,-73.92991 40.78665,-73.92953 40.78972,-73.926	mizwFrndbM_HvKuC~C_PhLqWpQwKrHwBxAeBh@mBPoCKmBg@yBkAeRwOgFqDqGwFuDsCcAaAkOgJaBc@{Bn@w@~@u@hAi@pAiFvMoCnHqD~Kk@xCYtCmA|D	BBBBBBBBBBBBBBBBBBBBBBBBBBBBB	MTA Bridges & Tunnels	4456481	Queens	TBB S MANHATTAN LIFT SPAN - QUEENS ANCHORAGE
399	29.83	76	0	9/20/2014 19:22:03	4456452	40.8011005,-73.92846 40.80151,-73.93066 40.8014,-73.93111 40.8012304,-73.93129 40.80096,-73.93141 40.8007405,-73.93133 40.800501,-73.93106 40.80026,-73.93057 40.81,-73.93002 40.7997606,-73.92972 40.7994205,-73.929511 40.79901,-73.92945 40.79771,-73.929341	{}_xFzcfbMqAvLTxA`@b@t@Vj@On@u@n@aBp@mBp@{@bAi@pAKbGUjCErBTvBf@dB|@rAdAf@v@tAnC	BBBBBBBBBBBBBBBBBBBB	MTA Bridges & Tunnels	4456452	Manhattan	TBB W - FDR S MANHATTAN TRUSS - E116TH STREET
402	44.74	151	0	9/20/2014 19:22:03	4456505	40.797815,-73.79321 40.80218,-73.79324001 40.807614,-73.79345 40.809816,-73.79345 40.811155,-73.79365 40.81224,-73.79403 40.813344,-73.79468 40.81418,-73.79534001 40.814734,-73.79586 40.81535,-73.79655001 40.816125,-73.79772001 40.81662,-73.79872 40.81722	ii_xFnvkaMiZF}`@h@wL?kGf@yEjA{E`CgDbCmBfB{BhCyChFcBfEwBlH_AnG{@bK	BBBBBBBBBBBBBBB	NYC_DOT_LIC	4456505	Queens	TNB N Queens Anchorage - Toll Plaza
405	49.09	55	0	9/20/2014 19:20:25	4362314	40.79782,-73.79339 40.793425,-73.79344 40.792794,-73.79337001 40.792,-73.79318 40.79086,-73.79276 40.79086,-73.79276 40.7901,-73.79252001 40.788326,-73.79229001 40.788055,-73.79212001 40.78792001,-73.79197 40.78779,-73.79155 40.78775,-73.79135001 40.78776	ki_xFtwkaMnZH|BM|Ce@bFsA??vCo@bJm@t@a@X]XsAFg@Aq@OgAkFgPw@wI	BBBBBBBBBBBBBBBB	NYC_DOT_LIC	4362314	Queens	TNB S Qns Anchorage - CIP S @ TNB
406	26.1	265	0	9/20/2014 19:22:03	4456506	40.81763,-73.80362001 40.817516,-73.80261 40.817226,-73.80083 40.81692,-73.79984 40.81633,-73.79839001 40.815835,-73.79751 40.815185,-73.79659001 40.81439,-73.79573 40.81353,-73.79503001 40.81242,-73.79433 40.81186,-73.79407 40.81112,-73.79382001 40.81,-7	eecxFrwmaMViEx@cJz@eEtBaHbBoD`CwD|CkDjDkC|EkCnBs@rCq@~Eg@fy@m@|P?	BBBBBBBBBBBBBBB	NYC_DOT_LIC	4456506	Queens	TNB S Toll Plaza - Queens Anchorage
410	55.3	84	0	9/20/2014 19:22:03	4763656	40.6039704,-74.052281 40.604651,-74.05021 40.60737,-74.04182 40.60795,-74.039971 40.608211,-74.03919	ymyvFvi~bMgC}K_Pms@sBqJs@{C	BBBBB	Verrazano-Narrows-Bridge	4763656	Brooklyn	VNB E SI GANTRY LOWER LEVEL - BROOLKYN GANTRY LOWER LEVEL
411	49.09	95	0	9/20/2014 19:22:03	4763652	40.6040405,-74.052321 40.6047,-74.050301 40.60743,-74.041851 40.608031,-74.03998 40.6082705,-74.039211	gnyvF~i~bMcCsKaPys@wBuJo@yC	BBBBB	Verrazano-Narrows-Bridge	4763652	Brooklyn	VNB E SI GANTRY UPPER LEVEL - BROOKLYN GANTRY UPPER LEVEL
412	44.74	47	0	9/20/2014 19:22:59	4616218	40.60817,-74.039261 40.610091,-74.03337 40.61059,-74.03176 40.61121,-74.03028 40.61171,-74.0296 40.6129704,-74.028641 40.6139,-74.027831 40.6162006,-74.02602	ahzvFjx{bM_Kyc@cBaI{BgHcBgC{F_EyDaDkMiJ	BBBBBBBB	NYC_DOT_LIC	4616218	Brooklyn	VNB E-GOWANUS N BROOKLYN GANTRY LOWER LEVEL - 92ND STREET
413	45.98	46	0	9/20/2014 19:22:59	4616219	40.6082705,-74.039261 40.610181,-74.03336 40.6106706,-74.031781 40.61137,-74.030251 40.61178,-74.02968 40.61307,-74.028731 40.61404,-74.028011 40.6162405,-74.02615	uhzvFjx{bM}J{c@aB{HkCqHqAqBaG}DaEoCwLsJ	BBBBBBBB	NYC_DOT_LIC	4616219	Brooklyn	VNB E-GOWANUS N BROOKLYN GANTRY UPPER LEVEL - 92ND STREET
416	50.95	91	0	9/20/2014 19:22:03	4763651	40.60425,-74.052331 40.6048705,-74.05037 40.6076204,-74.041901 40.6082306,-74.04004 40.6083206,-74.03977 40.60846,-74.03933	qoyvF`j~bM{BgKeP}s@yBsJQu@[wA	BBBBBB	Verrazano-Narrows-Bridge	4763651	Brooklyn	VNB W BROOKLYN GANTRY LOWER LEVEL - SI GANTRY LOWER LEVEL
